company_name,date,rating,channel,title,description
Colere Place,2025-02-23,5,Airbnb,,Great Bnb i loved it
330 E Caven,2024-06-13,5,Vrbo,Exceeded expectations,"The property management was very communicative. I was pleasantly surprised by the amenities, provided coffee, oatmeal, some washer pods, etc. We will definitely consider staying here again when we are back."
1901 Carrollton ,2023-04-15,5,Airbnb,,Nice place to stay. No issues with the home or host. Would recommend it as a nice location and would stay again.
4452 Carrollton,2023-06-20,5,Airbnb,,"This house is extremely well appointed, supplied with amenities that you would see in a nice hotel.<br/>Fun area with great restaurants, pubs and walking trail."
44 S Holmes,2023-02-05,4,Airbnb,,"Gabriel’s place was absolutely AMAZING. The outside is beautiful & so is the inside. Very clean & well stocked. The living room & dining room was exactly what me & my sisters needed. I came to Indy to celebrate with my sister for her birthday. Everything was just as pictured. The bedrooms were nice and the beds were comfy. The larger bedroom had a really firm memory mattress. The upstairs bathroom was well stocked, clean and beautiful. The half bathroom & let out sofa was great downstairs because one of my sisters can’t climb stairs due to an accident.<br/>The kitchen was beautiful & well stocked. <br/>I cooked all my sisters a beautiful birthday dinner.  <br/>Upon entering We had a small issue with the lock because it was extremely cold this day however Gabe showed up in a few minutes & everything was fine. <br/>I will definitely book with Gabe again if I’m in the Indy area. <br/>Thanks Gabe for providing a great place for me & my family."
1620 Walden Court,2023-05-22,4,Airbnb,,Kind host
6115 Ralston,2024-04-10,5,Vrbo,Review,Perfect spot for us and our pups. We enjoyed our stay.
1230 Union Street,2023-08-06,5,Airbnb,,This might be the best property I’ve stayed at through Airbnb. Stunning interior with gorgeous finishes and extra touches. The pictures do not do this home justice. I would highly recommend it and will stay here again the next time I’m in Indianapolis.
Delaware,2023-07-30,5,Airbnb,,Quick to respond. Close to the children’s museum
1230 Union Street,2025-04-24,5,Airbnb,,They were extremely responsive to our communication!
848 Camp St,2024-10-20,5,Airbnb,,"Had an excellent stay.  I particularly enjoyed the very well stocked kitchen.  Everything we needed to cook a meal was available to us.  Very clean home and great for our group of 5 adults.  Great location, very walkable."
848 Camp St,2025-01-01,5,Airbnb,,We booked a last minute trip and were lucky enough to find this listing. The house was in a great location to check out Indianapolis and surrounding areas. It had everything we needed to be comfortable. The snacks left in the kitchen were a nice touch I didn't realize I needed. Thanks!
5827 North College,2025-02-03,5,Airbnb,,We stayed a few months over the holidays. It’s a great location for getting around Indy without having to deal with the highways and interstates. The home is stocked well and thoughtfully. Very dog friendly. We were comfortable from the moment we arrived. Thanks!
Fess Ave,2024-04-09,5,Airbnb,,"After a place we had booked for a year cancelled on us last minute, we were scrambling to find an alternate accommodation to view the 2024 Solar Eclipse and this little gem was the perfect place.  It was a brand new listing with no reviews, but the owner/manager was listed as a Superhost and the place was exactly as described.  Also, Brentwood was so accommodating of our last minute plans.  There was a huge park right at the end of the street, with a walking path that connects to the street, so if you have kids that want to get outside and play or you’re someone who likes a walk/jog in the morning, this is a perfect location!!  If we find ourselves back in Bloomington, we will definitely stay here again!!"
Grandview,2024-06-30,5,Airbnb,,Great home base for lacrosse tournament.
Sanders,2024-04-09,5,Vrbo,Eclipse 2024,This location is great! We loved the house and the back yard. The garage was an added bonus! Would reccomend this for a great place to stay while in Indy!! The only negative was the freight train blowing the horn in the middle of the night. Everybody slept through it after we heard it the first night and knew it would happen.
Delaware,2022-11-01,5,Airbnb,,This was a great place to stay.  The host was responsive and supportive.
2836 N. Washington ,2025-03-10,4,Airbnb,,"We had a great experience with our host.  The listing was accurate, interior was very clean, and the beds were nice!   Kitchen is a great setup as well.   <br/>We had some issues with very loud neighbors (unfortunately our party was here for a sporting event and looking forward to a full night rest, and we didnt' get to sleep until 3 AM because of the all-night noise).   HOWever, I believe this was another booking next door, not full-time neighbors - and Gage was a great communicator and eager to help us resolve the issue."
4452 Carrollton,2023-05-27,5,Airbnb,,"Great communication. Clean and quaint bungalow home with all the amenities. It’s located in a nice, quiet neighborhood within walking distance to some local restaurants on College Ave and the Monon.  This place is as advertised."
330 E Caven,2024-04-07,5,Airbnb,,"Great place, will return!"
Morris ,2023-12-03,5,Airbnb,,"Great place, would stay again."
Woodland,2025-04-13,5,Airbnb,,We went down to Indy for my daughter’s 7th birthday. This home worked great. The hosts were very responsive. Local stores very close by which worked out. 🙂
Senour,2023-12-28,3,Airbnb,,"Cheap furniture and not well maintained. Some doors didn't shut, some didn't latch like the bathroom. Beds we're cheap and not very comfortable. Not much to do there either. Fine for a place to sleep but nothing special."
N. New Jersey ,2023-01-08,5,Airbnb,,"The house worked out perfectly for friends visiting from out of town. Easy to check in, lots of space and very close to downtown. Hope to be able to book in again in the future!"
Senour,2024-07-03,5,Airbnb,,"What a lovely and comfortable home. Each room had it's own vibe and felt so cozy. It was the perfect place for a girl's sleepover - there were even a few board games onsite. The property website was a great touch with all sorts of good info that we found so helpful. Also, the check-out was the easiest I've ever experienced!  This home sits back off a quiet street, in a lush, pretty neighborhood and you'll get a peaceful night's rest for sure. The hosts were very communicative and we felt cared for & thought of.  We couldn't locate an iron (we also didn't ask - I'm sure we would have gotten a quick response but we were focused on getting to the airport)."
2834 N. Washington ,2023-10-22,5,Airbnb,,Very clean and very helpful hosts. The home was exactly as listed
30 Village Court,2024-01-04,5,Airbnb,,"Very nice home in a nice section of Zionsville. Host is accommodating, responsive and there were no issues."
135 Hillcrest ,2023-10-15,5,Airbnb,,Everything was great; would definitely stay again!
Woodland,2024-12-14,5,Airbnb,,Very easy to work with. Would stay there again.
Pleasant ,2024-06-23,5,Airbnb,,"The home was beautiful and perfect for our visit to Lucas Oil Stadium. Adults loved the rooftop and kids loved the basement area and arcade games. <br/>Some of the surrounding area looked a bit unsafe so having a garage was clutch for safety as well as considering how tight parking was on the street. The kitchen lacked casserole dishes and dish towels, but everything else about our stay was top notch. <br/>The owners were responsive and a pleasure to work with. Would definitely go again!"
Woodland,2024-08-05,5,Airbnb,,"This is a cute little<br/>House in an older neighborhood. It is close to Ruoff Music Center which was why we were there. getting an Uber was easy. Shopping and restaurants were close. There were a few things that we thought would have been nice but weren’t that big of a deal. Also, the living space is not that comfortable if you are looking to hang out. But the place was clean and the beds were comfortable. Would stay again."
44 S Holmes,2023-07-10,5,Airbnb,,"Brentwood’s listing was EXCEPTIONALLY clean and we felt right at home! All necessities were available. Back yard parking was convenient. I will say the neighborhood was not great, however we felt safe and it was minutes from downtown with lots of restaurants, Victory Field, the Zoo, and more. The neighbors had roosters that were noisy outside, but it didn’t affect our sleep/stay any. We would stay here again! I was really impressed with how clean it was."
325 N. Bancroft,2025-01-21,4,Airbnb,,Pretty nice little place with plenty of room. All in all it was a nice place though especially for the price.
6115 Ralston,2024-07-28,4,Airbnb,,"We enjoyed the beds, very comfortable. The fenced in backyard worked well for our puppy."
4452 Carrollton,2023-07-04,5,Airbnb,,"The bungalow provided all the necessities and then some! The location was convenient to downtown and was with in walking distance to several breweries. The piano and guitar were fun additions, as were the provided games and puzzles. The fenced in backyard was also a great space."
Pleasant ,2024-09-08,5,Airbnb,,Very responsive rental team. The home itself was just as pictured and parking was great. Would definitely recommend renting with the Brentwood group.
4452 Carrollton,2024-09-07,5,Airbnb,,"Great place to stay! Clean, bright, and nice yard for my dog. Easy check in, too. My only complaint and it’s barely worth mentioning, honestly, is that there are no curtains on the living room windows. It would have felt safer to close curtains at night."
1529 Linden,2025-02-02,5,Airbnb,,"Beautiful cozy home, easy to get to and great host"
30 Village Court,2023-12-27,2,Airbnb,,todo estuvo muy bien excelente solo algo malo que no me gusto que estuve recibiendo cantidad de mensajes durante mi cena navideña y mis invitados ya no pudieron estar contentos y con la confianza pues los mensajes decían que hacíamos demasiado escándalo y que estábamos molestando a todos los vecinos creo que no fue así ya que de ver sido asi alguna autoridad del orden hubiera llegado a la propiedad eso realmente fue lo que no me gustó. de lo demás la propiedad fue muy buena la experiencia gracias......
Grandview,2024-09-22,5,Vrbo,Good Location,The property was close to many options for restaurants and parks but also in a quiet neighborhood.  Could be helpful to have a few more utensils for cooking and some smaller sized spoons.  Thanks for sharing your property with us.
44 S Holmes,2025-01-20,5,Airbnb,,What an amazing home that’s super spotless and clean . I can’t forget how cozy and welcoming the home felt . The host was very professional and helpful .  I recommend others stay .
30 Village Court,2023-12-03,4,Airbnb,,"Thanks for a nice stay. We were visiting for a wedding and the family lives very near the location. Responsive to my questions. All was in shape and as advertised. Many thanks, <br/>Joseph"
Pleasant ,2024-07-28,5,Airbnb,,"Really nice, spacious house for a group! In an awesome neighborhood. Super walkable and close to restaurants, coffee, bars, shopping, etc."
1230 Union Street,2024-03-24,5,Airbnb,,Great space and thoughtful host
1230 Union Street,2024-06-13,5,Vrbo,"Nice, clean place","The place was very clean and well appointed. We were here for a convention, so not at the house that much, but it had everything we needed."
Sanders,2024-11-22,5,Vrbo,Great stay,We enjoyed are stay. Everything went smooth once we arrived.
Sanders,2024-11-03,5,Vrbo,Excellent place for our visit,"House was exceptionally clean, beds were very comfortable, and location close to downtown Indy very good.
Owner communicated quickly.
Would definitely stay here again"
4452 Carrollton,2023-05-29,5,Airbnb,,"This is a great place to stay. Perfect size for 3 people. Conveniently located near downtown (and walkable to a couple of nearby restaurants), well-appointed, and unbelievably clean. Would stay again!"
Carson,2024-05-05,3,Airbnb,,"Unfortunately neighbors used our porch numerous times & very very loud/obnoxious neighbors, windows and back door was locked= definitely potential fire safety issue, the beds were very uncomfortable and several outlets in the kitchen area were not functioning. Additionally due to the amount of trash in the yard I had to clean up other neighbors trash/dog poop so that I wasn't accused of being the one to leave it there. Grass was also very tall like past my shin which made it challenging for my 1 yr old grandson and my dogs to walk in the yard at all. many of the dishes and silverware in the drawers were still dirty so we just used plastic ware and paper plates. the quality of the experience definitely didn't match the fees and deposits I had to pay for my family members & furbabies. My daughter in law found cat food upstairs as well so it was definitely strange being that the owners stated in their agreement absolutely no cats."
Grandview,2024-04-15,5,Airbnb,,"Our family of 7 enjoyed our 4-night stay in this house.  The house has everythiing you need for up to 8 people, including coffee, shampoo, conditioner, etc. Plus a ping pong table, foosball and great backyard. This house is in a really good location!  The host was incredibly organized and responsive. We needed a bathtub drain plug and maintenance brought one over within an hour.  We highly recommend this house!"
1620 Walden Court,2023-08-06,1,Airbnb,,"This place looks fine on the inside with the pictures. Outside photos should have tipped me off. Run down for sure but the lack of cleanliness is a show stopper. Not a good experience. Management company was extremely responsive and asked to make things right.  We didn’t want cleaners coming in with all of our belongings. The place was dirty, we couldn’t get Wi-Fi to connect to any of our devices. Bare bones, one towel for each of four guests but there was room for 7 people. We’re golfers and runners so took a couple showers per day. One towel looked like it had blood stain. Not a clean place and way too expensive. After cleaning fees ( is it ever cleaned?), fees and taxes we most certainly would have been better off in a hotel. Don’t let Zionsville  location fool you.  Management company said they’d provide a partial refund but have not seen it yet."
6140 Winthrop ,2024-06-22,5,Airbnb,,"Easy walk to coffee/drinks/food. Great front porch, plenty of space for our family to relax at the end of busy days. Quick walk to bus line. Very cute neighborhood"
4452 Carrollton,2024-08-26,5,Airbnb,,Perfect location when visiting Butler University.
4452 Carrollton,2024-08-11,5,Airbnb,,"The bungalow was a very cute and cozy place for my husband and I and our two dogs! Great amenities, plenty of space, and the backyard was wonderful and secure! We were able to walk to a few delicious restaurants and coffee shops. The host was very responsive when we had trouble with the keypad and quickly solved the issue. <br/>We did arrive home one night to find that a large limb had been moved, making us a little nervous that “someone has been here” until we realized the following day that it was the lawn service. We were not notified that someone would be coming to cut the grass during our stay. <br/>We would absolutely stay again!"
Unit 110,2022-12-04,5,Airbnb,,"Loved Gabriel’s place! The apartment is very clean, well-furnished, and cute. The bed was also very comfortable. Check in was a breeze and Gabriel was clear and friendly in his communications. The only negative is you can hear the people upstairs walking around quite clearly. I’m used to that so it didn’t bother me much but it seems like something others might appreciate a heads up on. Throw in some earplugs when you go to bed and you’re set! Also wouldn’t mind some curtains on the bedroom window just for added privacy. Back to the positives… It’s a relatively straight shot to downtown, close to the airport, and easy to get to from the expressway, so the location was great. Overall, a super comfortable and convenient place to crash! Would 100% stay here again if I came back to Indy."
30 Village Court,2023-10-15,4,Airbnb,,"Very solid place, lots of room, easily slept our party of 7. Checking in was super easy, liked the electronic keypad on the door so we didn't have to deal with keys. Only criticism is it feels like a few simple things were overlooked, like not having hooks to hang towels in the master bath, or the hair catch in the shower not being emptied."
N. New Jersey ,2023-07-02,5,Airbnb,,We loved our stay! The beds are very comfortable. It has a great layout and is exceptionally clean. The neighborhood is safe charming. There is some highway noise but we really liked the neighborhood and location. Very easy to get to all the major attractions in Indianapolis.
Primrose Ave,2025-04-13,5,Airbnb,,"This is our second time staying at Brentwood's listing. The beds are unbeatable. Our family has never slept so good both times we have stayed here. It has a very convenient location for our planned activities during our stay. The house is very kept together and very clean. The only thing that did not work this time during our stay was the outdoor lights did not work, which is one of the reason we love to stay here. Not a big deal at all and we did not contact the host about such a minor issue. Anytime we contacted the host, they responded immediately and answered any and all questions that we had. I would highly recommend this beautiful house is you are staying in the area and we will definitely be staying again if we are in the area!"
10th St,2025-03-09,5,Airbnb,,"Nice place, clean and no issues. Would stay again"
Grandview,2024-03-15,5,Airbnb,,The crew enjoyed their extended stay....
Gandy,2024-12-15,4,Airbnb,,"Super clean place to stay. Not an amazing street to stay on but never felt unsafe. Just no street lights or anything. But once inside, super cozy. We only needed a place to crash so it worked for us. Also, the ceiling light/fan in the living kept turning on, on its own and there was no way to stop it. That honestly is the only reason I took one star away. Also, wouldn’t hurt to leave a few coffee packs in the kitchen for the coffee maker :)"
Unit 262,2022-06-26,5,Airbnb,,"We had a nice short stay, Gabriel was easy to get in touch with and great at communicating with me when needed, the apartment look as nice in person as it did in the pictures"
Grandview,2025-01-24,5,Airbnb,,"Great home, thanks for letting us enjoy your space!"
Southridge,2024-10-01,5,Airbnb,,Spent a week at this home and enjoyed it immensely.
1230 Union Street,2024-06-23,4,Airbnb,,"The home itself was great for what we needed.  Close to Lucas Oil and downtown Indy.  We walked most days.  The interior is great and has everything you need.  Some more/better couches would be a great addition, but it was sufficient for the 4 of us.  The neighborhood however has a lot to be desired - old southside.  It isn't the cleanest, and it seems like it is in a state of revival.  Everything seemed safe, just not the cleanest.  The biggest issue with this home is the neighbors.  Very noisy and dogs barking constantly - even at 2am, plus a rooster crowing at 5am every day."
2836 N. Washington ,2023-04-16,5,Airbnb,,"It was definitely a 5 star stay and we had a situation where the hosts demonstrated that they were responsive and ready to assist with any issues.  The one thing I would say to future guests is be careful with the high tech locks on the door, they come with a very secure and long code that you can't memorize and the door automatically locks immediately behind you whenever its closed.  If you put those two things together it is extremely easy to get locked out while going back and forth for example to take out the trash or grab something from your car.  If you don't have your phone on you to retrieve the long password while quickly running in and out you will find yourself as I did, locked out, or as my neighbor on the other side did standing in the rain while he dug out the password after just running out to grab something.  They should either shorten the password to something you can potentially remember for quick access, OR share a way to turn off the auto-lock feature."
Colere Place,2025-01-12,5,Airbnb,,Beautiful place to stay and the host was very responsive when i had questions!!!  Great location!! Within minutes of restaurants and stores of all kinds! Would recommend this place to anyone! Absolutely loved our stay!!!
4452 Carrollton,2024-04-05,4,Airbnb,,"The Brentwood Team was very helpful and quick to respond when we had an issue. The house was nice. It seemed their cleaner hadn't gotten through the whole house, and there were a few supplies that were low (garbage bags, body wash in the shower), but overall it was a good stay."
2836 N. Washington ,2023-11-05,5,Airbnb,,"great location for visiting indianapolis, the home was beautiful and felt safe and comfortable being there."
848 Camp Carriage,2025-04-13,5,Airbnb,,"Everything was great! Host were super quick to reply, place was clean and cozy, perfect for my husband and I and close to where we were going to be visiting. We would definitely stay again."
Gandy,2024-05-30,5,Airbnb,,Great place
1901 Carrollton ,2024-07-12,5,Airbnb,,Good communication & helpful when I had questions/concerns. The check in and out was easy and simple - good yard for pets!
Morris ,2023-11-03,5,Airbnb,,"Lovely home, fit our group perfectly. We lived using the kitchen and living areas to gather!"
5827 North College,2025-03-23,5,Airbnb,,"This was the perfect home away from home for a family weekend away in Indy. It’s walkable to lots of restaurants, shops, and a grocery store. The home was cozy, beautiful, and thoughtfully designed. Would love to stay again!"
Fess Ave,2024-12-22,4,Vrbo,,
1230 Union Street,2024-11-25,5,Vrbo,Lions fans,Took in a Lions vs Colts game and walked to Lucas oil stadium in less then 15 minutes. The walk was safe with sidewalks and cross walks. The property is very clean and new with lots a room. Great time!!
1620 Walden Court,2023-05-05,5,Airbnb,,Gabriel house is a wonderful place to stay.
Unit 262,2022-04-29,5,Airbnb,,todo muy bien<br/>excelente departamento
844 Camp A,2024-11-17,5,Airbnb,,"I always have a problem with BnB and VRBO style rentals because of the fees. However, this was a great deal, with a nice property in a good area. Perfect for what we needed.  Definitely a good value!<br/>Thank you"
10th St,2025-03-15,5,Airbnb,,Thank you so much for renting to us.   The place was excellent as well as the location.   Will definitely reach in the future while visiting Indy.
Sanders,2023-11-26,5,Airbnb,,"We had an awesome time. We kept renewing our stay because we didnt want to leave. What was supposed to be a 3 day stay, turned into a 5 day stay. The <br/>House was amazing and clean, exactly like the photos, the hosts were great and responsive. <br/>I will definitely make this my go to house on air b n b. We actually live pretty close, but decided to rent an air b n b for the holidays so we can be together under 1 roof. <br/>Brentwood made our Thanksgiving the best in years!!!!!"
Southridge,2024-12-31,3,Vrbo,Too many safety concerns,"Inside the front door, there is a single step down  that is hard to see because the colors are shades of brown and the step is not marked. The ""Step Down"" warning sign on the outside of the front door seems to refer to the unusual step down on the *outside* of the front door frame. *None* of us noticed the badly faded ""after you enter"" handwritten words on the sign until after one of us fell and badly twisted an ankle that required medical attention.  There are two even harder to see single steps on the wooden deck that are completely unmatked and are also tripping hazards. There is no bathmat in the tub with the shower. And, while the door code deadbolt works perfectly, the latch on the ordinary doorknob does not engage and, thus, does not hold the door shut when the wind blows.  The house was adequate for our stay, but the lack of adequate attention to safety is disheartening."
Southridge,2024-07-07,5,Airbnb,,"This was a lovely home ,  it is not handicap friendly but the host accomadated our needs. He was quick to respond. <br/>The decor is cute the house is cozy could use a little more kitchen supplies, but he had most of what we needed. <br/>The location was great we were there for softball at grand park. great choices of restaurants all within 10 min of house. I would stay again"
2834 N. Washington ,2024-03-20,4,Airbnb,,The place was very nice and the beds were comfortable. There were some dirty silverware in the dishwasher when we arrived and towels in the dryer. It was in a great location with short commutes to restaurants and the children’s museum.
Unit 110,2022-12-27,5,Airbnb,,"Super cute, clean, and extremely convenient to shops, restaurants, and of course the airport!"
4452 Carrollton,2023-08-14,5,Airbnb,,"we loved our stay here.  the house is first and foremost in a fantastic location:  walkable, easily accessible, in just a beautiful neighborhood.  the home itself was definitely cozy.  i loved the spacious porch.  the den area in the basement was great, especially with the newly-renovated full bathroom.  we had plenty of space (just the two of us), but the house is roomy enough for families, too.  the kitchen is recently updated and very functional.  my only complaint would be the lack of basic supplies for the home.  we were staying for an entire week, and were provided a single trash bag.  we had to buy multiple tissue boxes, as well.  just ensure you grab some extra trash bags and the like before you arrive.  otherwise, just a lovely stay.  thank you."
Pleasant ,2024-09-29,4,Airbnb,,"This is a beautiful house. It was spacious enough for 10 people to stay in without us tripping over each other. The kitchen was beautiful. The hosts are incredibly punctual with returning any messages or questions. <br/>My only real concern is that the listing and photos were a tad misleading. We were expecting five bedrooms; while there were enough beds, one of the “rooms” was more like a closet of another. The sliding door that connected them did little to nothing in terms of privacy between the two. <br/>Overall, this was a good experience. I would recommend staying here if you have a large group of people."
1230 Union Street,2024-04-20,5,Airbnb,,We were in town for a firefighter’s convention and this rental worked perfectly!
44 S Holmes,2024-03-17,5,Airbnb,,"Nicely decorated, comfortable beds and nice furniture"
6115 Ralston,2024-06-20,5,Airbnb,,"It is the most charming house on a most charming street.  The interior was modern and updated with the outside “vintage.”  I had a slight challenge getting into the house BUT no worries, they were there immediately to help me out!  I have to travel to Indy often and Broad Ripple is where we go.  When I need a 2BD 1 BA place… I WILL AirBNB here again.  If you want charm, easy access to local community in a OG house with outstanding communication…BOOK HERE!"
Unit 110,2023-02-27,5,Airbnb,,Gabriel was great. He answered right back every time I had any questions. He made sure we had everything we needed and was very helpful. Very nice place to stay and was clean and comfortable
Primrose Ave,2025-04-06,5,Airbnb,,Very quick and responsive. The place was perfect and cozy! Clean linens and comfy big beds!!
848 Camp St,2024-09-27,5,Airbnb,,"Great house, great host."
Evanston ,2023-11-25,3,Airbnb,,"With a couple of minor adjustments, this could be a great place to stay with a dog. There were burrs in the backyard, so we realized quickly we were unable to use the back yard for the dog. There were no coffee filters for the carafe coffee maker, although there were plenty of pods for the keurig-style coffee maker. Some extra blankets for the bed in the 2nd bedroom would have been helpful. Overall, though, it's a good value for a home that allows a dog."
Unit 110,2024-08-11,5,Airbnb,,It was the best
5827 North College,2024-04-28,5,Airbnb,,"I spent 3 months in Kathy’s house and it was nothing less than perfect. From the moment I checked in, I felt right at home. Kathy was extremely friendly, responsive, and accommodating. If you have any time that you plan on being in the area for a night or more, I would 100% recommend staying here!"
10th St,2023-07-23,5,Airbnb,,"Brentwood is the perfect place to stay for a couple or a small family<br/> it has everything you need. The place was clean and the response time was timely. This was definitely enough space! It is like a 6 minute walk from the Bottleworks community which has excellent food options! The Garage has countless food options to satisfy any appetite. The Fountain offers a fine dining experience while they have a small family owned place called Love Handle for breakfast. The Bottleworks district offers a place where bikes and or scooters can be rented and there are nearby trails. There is a copy shop 1 min away from property. Be mindful that this is a carriage house so you have to carry luggage up the stairs. They have a high chair for a baby and a pack and play. They even had snacks on the counter for us! The desk was an added bonus! There is an air mattress and the couch converts to a bed as well! It was a great stay and only 2 miles from the Covention Center/stadiums. Nice, safe, Quiet stay!"
1301 Ringgold,2024-11-02,5,Airbnb,,"Gorgeous! The pictures do not do this place justice! We only stayed one night for a concert (we were greeted with a Taylor Swift themed welcome back with decorations, temporary tattoos, friendship bracelets, and delicious cookies!) but wished we would have booked another night! The hosts were very responsive and helpful, the location was perfect - super quick and easy uber to and from Lucas Oil Stadium. Next time we’re in Indy we will definitely want to stay here again!"
1232 Union Street,2024-07-21,5,Airbnb,,Thank you
4452 Carrollton,2024-03-27,5,Airbnb,,Great place for a getaway
Gandy,2023-07-09,5,Airbnb,,"We had a wonderful stay at this location! Home was clean, fully stocked, close to restaurants & shopping. Easy to get to & just as the description of airbnb listing stated. Hosts were amazing, looking forward to staying with them in the future!"
4452 Carrollton,2024-05-19,4,Airbnb,,Nice place and convenient to the fairgrounds. The host is responsive and easy to reach.
4452 Carrollton,2025-03-23,5,Airbnb,,"Great place, would stay again!"
4452 Carrollton,2024-09-02,5,Airbnb,,"beautiful little craftsman bungalow in meridian kessler, within walking distance of several lovely restaurants, highly recommend"
2834 N. Washington ,2023-08-03,5,Airbnb,,Home was perfect for our business trip. Only recommendation is possibility installation of a window unit upstairs. It never was uncomfortable just a little warm in the afternoon.
College ,2025-05-09,5,Airbnb,,"Perfect stay, exactly as advertised, highly recommend."
Woodland,2023-07-14,5,Airbnb,,House was very nice and clean as depicted in pictures.  Host was very responsive and the location was very convenient for our family to visit.  We will definitely return
42 S Holmes,2024-09-22,5,Airbnb,,I enjoyed the stay nice and private.
135 Hillcrest ,2024-08-10,5,Vrbo,,
4452 Carrollton,2024-05-06,5,Airbnb,,We loved the cute fenced in back yard.  It was ideal if you have your dog with you or just a great space to hang out and barbecue.  The house was lovely.  It was very clean and everything was easy to find as it was clearly labeled.  The kitchen was fully equipped.  The street itself was peaceful.  The location was perfect with lots of restaurants and things to do.  Communication was top notch.  Thank you for a lovely stay!
2834 N. Washington ,2023-08-06,3,Airbnb,,"The reason for the low overall rating was that there was no toilet tissue, paper towels, extra towels or blankets. We were to purchase our own toilet paper and paper towels,  and we'd be reimbursed. Well that's not helpful when you NEED those items right away. <br/>The sofa is listed as an extra sleeping area, but there were no blankets or pillows for it. <br/>The upstairs bathroom had trash still in the can and the downstairs one was visibly not well cleaned. <br/>The location was good and convenient. The majority of the amenities were provided, but lacking so many necessities was unacceptable."
10th St,2023-08-06,5,Airbnb,,Wonderful stay!
S. Madison St. ,2024-07-28,5,Airbnb,,Great Stay!
1232 Union Street,2024-09-29,5,Airbnb,,Great place for our weekend get away! Felt right at home
1123 Olive St.,2025-01-26,4,Airbnb,,Highly recommend
5827 North College,2020-03-01,5,Airbnb,,Kathy was great and her home is beautiful! Very comfy bed.
Southridge,2024-06-02,5,Airbnb,,Perfect location and really nice!  Will definitely stay again!
4452 Carrollton,2024-06-14,5,Airbnb,,We had a great stay here and loved exploring the neighborhood!
Southridge,2025-01-16,5,Airbnb,,La casa se encuentra en una excelente ubicación. El lugar es tranquilo. Ideal para descansar. Anfritrión amable. Recomiendo este hospedaje!!!
Unit 110,2023-03-06,5,Airbnb,,Great host and resounds almost immediately.
5827 North College,2019-02-27,5,Airbnb,,"Great host, highly recommended :)"
Puntledge,2024-09-01,5,Airbnb,,Place was clean and location was great. We were in town for soccer tournament at Grand Park and it was about a 12 minute drive. Great space for the kids!
S. Madison St. ,2024-09-03,5,Vrbo,Great stay,Cute and easy home away from home! 
Unit 262,2022-04-17,5,Airbnb,,Very nice stay my daughter enjoyed her stay for her birthday also host is very nice and responds very quickly !! Great Hostess and a beautiful stay . Also a gas station by the house very convenient!!
Brentwood Property Group,2024-02-18,5,Google,,"Gabe Chase and Brentwood Property Group has been doing a wonderful job! As a Short Term Rental owner, I needed someone who is highly dedicated and pays attention to every detail for optimal customer satisfaction, and Gabe was the absolute best person for that. As a new STR owner, I also needed some education and he was really good at that too. He is a very patient and courteous property manager and jumps into any maintenance issues right away. Gabe and Brentwood Property also provide STR setup / furnishing services and they do a great job at that too, saving the owners a lot of time and resources. Highly recommend!"
1230 Union Street,2024-12-09,5,Vrbo,Indy,We had a wonderful experience staying here for a swim meet at IU. 
Grandview,2024-09-16,4,Vrbo,In town for my nephew’s wedding ,"Perfect location, close to what we needed. Large house was able to easily accommodate our family. Communication and check in process was great!"
Brentwood Property Group,2024-03-05,5,Google,,
5827 North College,2023-08-07,5,Airbnb,,We loved our stay at Kathy's place! It was a great place to wind down after long days in the city!
1301 Ringgold,2025-03-10,5,Airbnb,,The place was nice and the management was responsive and helpful with any questions. Recommend staying if you’re doing something in the downtown area of Indianapolis.
30 Village Court,2024-04-19,5,Vrbo,Thank you,Great stay and very comfortable. The only thing that we would change would be the overly bright fluorescent bulbs in light fixtures and switches for fan and light in kitchen.
4452 Carrollton,2024-01-01,5,Airbnb,,Nice home and great area
Southridge,2024-08-27,5,Airbnb,,"Excellent customer service, great location and seamless process. Safe and they maximized the space. Perfect getaway with family/friends. 11 miles and 25 minute Uber to Ruoff. Highly recommend."
4452 Carrollton,2022-12-26,5,Airbnb,,Nicely appointed and clean space. Had everything we needed for our stay. Would stay again.
Pleasant ,2024-11-10,5,Vrbo,Mom/daughter concert ,Property was close to our event and well kept:) Managers were easy to work with! Had a great weekend.
Sanders,2023-06-26,5,Airbnb,,"Great location if you have to go anywhere around Indianapolis. It’s right by two major highways and right in the heart of the city. The dogs loved the yard. It was quiet at night. The place was clean, would definitely book here again."
Brentwood Property Group,2024-06-18,5,Google,,Brentwood did a great job for us! They were always responsive to us and our clients. Highly recommend!
6140 Winthrop ,2024-09-29,5,Vrbo,A Little Gem,"Stayed the weekend for Butler Parents Weekend.  Very clean, great location, and cute!   A nice little gem!   10/10 would stay here again"
Grandview,2024-12-15,5,Airbnb,,Great open concept
N. New Jersey ,2022-11-21,5,Airbnb,,What a beautiful place to stay.  Well stocked with everything you need for a nice stay.
